Water.Year,QM,WY-QM,wyqm,Cal.Year,Month,QM start day,QM end day,Start.Date,End.Date,Days in QM
1966,6,1966-06,1966-6,1965,11,9,16,11/9/1965,11/16/1965,8
1966,7,1966-07,1966-7,1965,11,17,23,11/17/1965,11/23/1965,7
1966,8,1966-08,1966-8,1965,11,24,30,11/24/1965,11/30/1965,7
1966,9,1966-09,1966-9,1965,12,1,8,12/1/1965,12/8/1965,8
1966,10,1966-10,1966-10,1965,12,9,16,12/9/1965,12/16/1965,8
1966,11,1966-11,1966-11,1965,12,17,24,12/17/1965,12/24/1965,8
1966,12,1966-12,1966-12,1965,12,25,31,12/25/1965,12/31/1965,7
1966,13,1966-13,1966-13,1966,1,1,8,1/1/1966,1/8/1966,8
1966,14,1966-14,1966-14,1966,1,9,16,1/9/1966,1/16/1966,8
1966,15,1966-15,1966-15,1966,1,17,24,1/17/1966,1/24/1966,8
1966,16,1966-16,1966-16,1966,1,25,31,1/25/1966,1/31/1966,7
1966,17,1966-17,1966-17,1966,2,1,7,2/1/1966,2/7/1966,7
1966,18,1966-18,1966-18,1966,2,8,14,2/8/1966,2/14/1966,7
1966,19,1966-19,1966-19,1966,2,15,21,2/15/1966,2/21/1966,7
1966,20,1966-20,1966-20,1966,2,22,28,2/22/1966,2/28/1966,7
1966,21,1966-21,1966-21,1966,3,1,8,3/1/1966,3/8/1966,8
1966,22,1966-22,1966-22,1966,3,9,16,3/9/1966,3/16/1966,8
1966,23,1966-23,1966-23,1966,3,17,24,3/17/1966,3/24/1966,8
1966,24,1966-24,1966-24,1966,3,25,31,3/25/1966,3/31/1966,7
1966,25,1966-25,1966-25,1966,4,1,8,4/1/1966,4/8/1966,8
1966,26,1966-26,1966-26,1966,4,9,16,4/9/1966,4/16/1966,8
1966,27,1966-27,1966-27,1966,4,17,23,4/17/1966,4/23/1966,7
1966,28,1966-28,1966-28,1966,4,24,30,4/24/1966,4/30/1966,7
1966,29,1966-29,1966-29,1966,5,1,8,5/1/1966,5/8/1966,8
1966,30,1966-30,1966-30,1966,5,9,16,5/9/1966,5/16/1966,8
1966,31,1966-31,1966-31,1966,5,17,24,5/17/1966,5/24/1966,8
1966,32,1966-32,1966-32,1966,5,25,31,5/25/1966,5/31/1966,7
1966,33,1966-33,1966-33,1966,6,1,8,6/1/1966,6/8/1966,8
1966,34,1966-34,1966-34,1966,6,9,16,6/9/1966,6/16/1966,8
1966,35,1966-35,1966-35,1966,6,17,23,6/17/1966,6/23/1966,7
1966,36,1966-36,1966-36,1966,6,24,30,6/24/1966,6/30/1966,7
1966,37,1966-37,1966-37,1966,7,1,8,7/1/1966,7/8/1966,8
1966,38,1966-38,1966-38,1966,7,9,16,7/9/1966,7/16/1966,8
1966,39,1966-39,1966-39,1966,7,17,24,7/17/1966,7/24/1966,8
1966,40,1966-40,1966-40,1966,7,25,31,7/25/1966,7/31/1966,7
1966,41,1966-41,1966-41,1966,8,1,8,8/1/1966,8/8/1966,8
1966,42,1966-42,1966-42,1966,8,9,16,8/9/1966,8/16/1966,8
1966,43,1966-43,1966-43,1966,8,17,24,8/17/1966,8/24/1966,8
1966,44,1966-44,1966-44,1966,8,25,31,8/25/1966,8/31/1966,7
1966,45,1966-45,1966-45,1966,9,1,8,9/1/1966,9/8/1966,8
1966,46,1966-46,1966-46,1966,9,9,16,9/9/1966,9/16/1966,8
1966,47,1966-47,1966-47,1966,9,17,23,9/17/1966,9/23/1966,7
1966,48,1966-48,1966-48,1966,9,24,30,9/24/1966,9/30/1966,7
1967,1,1967-01,1967-1,1966,10,1,8,10/1/1966,10/8/1966,8
1967,2,1967-02,1967-2,1966,10,9,16,10/9/1966,10/16/1966,8
1967,3,1967-03,1967-3,1966,10,17,24,10/17/1966,10/24/1966,8
1967,4,1967-04,1967-4,1966,10,25,31,10/25/1966,10/31/1966,7
1967,5,1967-05,1967-5,1966,11,1,8,11/1/1966,11/8/1966,8
1967,6,1967-06,1967-6,1966,11,9,16,11/9/1966,11/16/1966,8
1967,7,1967-07,1967-7,1966,11,17,23,11/17/1966,11/23/1966,7
1967,8,1967-08,1967-8,1966,11,24,30,11/24/1966,11/30/1966,7
1967,9,1967-09,1967-9,1966,12,1,8,12/1/1966,12/8/1966,8
1967,10,1967-10,1967-10,1966,12,9,16,12/9/1966,12/16/1966,8
1967,11,1967-11,1967-11,1966,12,17,24,12/17/1966,12/24/1966,8
1967,12,1967-12,1967-12,1966,12,25,31,12/25/1966,12/31/1966,7
1967,13,1967-13,1967-13,1967,1,1,8,1/1/1967,1/8/1967,8
1967,14,1967-14,1967-14,1967,1,9,16,1/9/1967,1/16/1967,8
1967,15,1967-15,1967-15,1967,1,17,24,1/17/1967,1/24/1967,8
1967,16,1967-16,1967-16,1967,1,25,31,1/25/1967,1/31/1967,7
1967,17,1967-17,1967-17,1967,2,1,7,2/1/1967,2/7/1967,7
1967,18,1967-18,1967-18,1967,2,8,14,2/8/1967,2/14/1967,7
1967,19,1967-19,1967-19,1967,2,15,21,2/15/1967,2/21/1967,7
1967,20,1967-20,1967-20,1967,2,22,28,2/22/1967,2/28/1967,7
1967,21,1967-21,1967-21,1967,3,1,8,3/1/1967,3/8/1967,8
1967,22,1967-22,1967-22,1967,3,9,16,3/9/1967,3/16/1967,8
1967,23,1967-23,1967-23,1967,3,17,24,3/17/1967,3/24/1967,8
1967,24,1967-24,1967-24,1967,3,25,31,3/25/1967,3/31/1967,7
1967,25,1967-25,1967-25,1967,4,1,8,4/1/1967,4/8/1967,8
1967,26,1967-26,1967-26,1967,4,9,16,4/9/1967,4/16/1967,8
1967,27,1967-27,1967-27,1967,4,17,23,4/17/1967,4/23/1967,7
1967,28,1967-28,1967-28,1967,4,24,30,4/24/1967,4/30/1967,7
1967,29,1967-29,1967-29,1967,5,1,8,5/1/1967,5/8/1967,8
1967,30,1967-30,1967-30,1967,5,9,16,5/9/1967,5/16/1967,8
1967,31,1967-31,1967-31,1967,5,17,24,5/17/1967,5/24/1967,8
1967,32,1967-32,1967-32,1967,5,25,31,5/25/1967,5/31/1967,7
1967,33,1967-33,1967-33,1967,6,1,8,6/1/1967,6/8/1967,8
1967,34,1967-34,1967-34,1967,6,9,16,6/9/1967,6/16/1967,8
1967,35,1967-35,1967-35,1967,6,17,23,6/17/1967,6/23/1967,7
1967,36,1967-36,1967-36,1967,6,24,30,6/24/1967,6/30/1967,7
1967,37,1967-37,1967-37,1967,7,1,8,7/1/1967,7/8/1967,8
1967,38,1967-38,1967-38,1967,7,9,16,7/9/1967,7/16/1967,8
1967,39,1967-39,1967-39,1967,7,17,24,7/17/1967,7/24/1967,8
1967,40,1967-40,1967-40,1967,7,25,31,7/25/1967,7/31/1967,7
1967,41,1967-41,1967-41,1967,8,1,8,8/1/1967,8/8/1967,8
1967,42,1967-42,1967-42,1967,8,9,16,8/9/1967,8/16/1967,8
1967,43,1967-43,1967-43,1967,8,17,24,8/17/1967,8/24/1967,8
1967,44,1967-44,1967-44,1967,8,25,31,8/25/1967,8/31/1967,7
1967,45,1967-45,1967-45,1967,9,1,8,9/1/1967,9/8/1967,8
1967,46,1967-46,1967-46,1967,9,9,16,9/9/1967,9/16/1967,8
1967,47,1967-47,1967-47,1967,9,17,23,9/17/1967,9/23/1967,7
1967,48,1967-48,1967-48,1967,9,24,30,9/24/1967,9/30/1967,7
1968,1,1968-01,1968-1,1967,10,1,8,10/1/1967,10/8/1967,8
1968,2,1968-02,1968-2,1967,10,9,16,10/9/1967,10/16/1967,8
1968,3,1968-03,1968-3,1967,10,17,24,10/17/1967,10/24/1967,8
1968,4,1968-04,1968-4,1967,10,25,31,10/25/1967,10/31/1967,7
1968,5,1968-05,1968-5,1967,11,1,8,11/1/1967,11/8/1967,8
1968,6,1968-06,1968-6,1967,11,9,16,11/9/1967,11/16/1967,8
1968,7,1968-07,1968-7,1967,11,17,23,11/17/1967,11/23/1967,7
1968,8,1968-08,1968-8,1967,11,24,30,11/24/1967,11/30/1967,7
1968,9,1968-09,1968-9,1967,12,1,8,12/1/1967,12/8/1967,8
1968,10,1968-10,1968-10,1967,12,9,16,12/9/1967,12/16/1967,8
1968,11,1968-11,1968-11,1967,12,17,24,12/17/1967,12/24/1967,8
1968,12,1968-12,1968-12,1967,12,25,31,12/25/1967,12/31/1967,7
1968,13,1968-13,1968-13,1968,1,1,8,1/1/1968,1/8/1968,8
1968,14,1968-14,1968-14,1968,1,9,16,1/9/1968,1/16/1968,8
1968,15,1968-15,1968-15,1968,1,17,24,1/17/1968,1/24/1968,8
1968,16,1968-16,1968-16,1968,1,25,31,1/25/1968,1/31/1968,7
1968,17,1968-17,1968-17,1968,2,1,7,2/1/1968,2/7/1968,7
1968,18,1968-18,1968-18,1968,2,8,14,2/8/1968,2/14/1968,7
1968,19,1968-19,1968-19,1968,2,15,21,2/15/1968,2/21/1968,7
1968,20,1968-20,1968-20,1968,2,22,28,2/22/1968,2/28/1968,7
1968,21,1968-21,1968-21,1968,3,1,8,3/1/1968,3/8/1968,8
1968,22,1968-22,1968-22,1968,3,9,16,3/9/1968,3/16/1968,8
1968,23,1968-23,1968-23,1968,3,17,24,3/17/1968,3/24/1968,8
1968,24,1968-24,1968-24,1968,3,25,31,3/25/1968,3/31/1968,7
1968,25,1968-25,1968-25,1968,4,1,8,4/1/1968,4/8/1968,8
1968,26,1968-26,1968-26,1968,4,9,16,4/9/1968,4/16/1968,8
1968,27,1968-27,1968-27,1968,4,17,23,4/17/1968,4/23/1968,7
1968,28,1968-28,1968-28,1968,4,24,30,4/24/1968,4/30/1968,7
1968,29,1968-29,1968-29,1968,5,1,8,5/1/1968,5/8/1968,8
1968,30,1968-30,1968-30,1968,5,9,16,5/9/1968,5/16/1968,8
1968,31,1968-31,1968-31,1968,5,17,24,5/17/1968,5/24/1968,8
1968,32,1968-32,1968-32,1968,5,25,31,5/25/1968,5/31/1968,7
1968,33,1968-33,1968-33,1968,6,1,8,6/1/1968,6/8/1968,8
1968,34,1968-34,1968-34,1968,6,9,16,6/9/1968,6/16/1968,8
1968,35,1968-35,1968-35,1968,6,17,23,6/17/1968,6/23/1968,7
1968,36,1968-36,1968-36,1968,6,24,30,6/24/1968,6/30/1968,7
1968,37,1968-37,1968-37,1968,7,1,8,7/1/1968,7/8/1968,8
1968,38,1968-38,1968-38,1968,7,9,16,7/9/1968,7/16/1968,8
1968,39,1968-39,1968-39,1968,7,17,24,7/17/1968,7/24/1968,8
1968,40,1968-40,1968-40,1968,7,25,31,7/25/1968,7/31/1968,7
1968,41,1968-41,1968-41,1968,8,1,8,8/1/1968,8/8/1968,8
1968,42,1968-42,1968-42,1968,8,9,16,8/9/1968,8/16/1968,8
1968,43,1968-43,1968-43,1968,8,17,24,8/17/1968,8/24/1968,8
1968,44,1968-44,1968-44,1968,8,25,31,8/25/1968,8/31/1968,7
1968,45,1968-45,1968-45,1968,9,1,8,9/1/1968,9/8/1968,8
1968,46,1968-46,1968-46,1968,9,9,16,9/9/1968,9/16/1968,8
1968,47,1968-47,1968-47,1968,9,17,23,9/17/1968,9/23/1968,7
1968,48,1968-48,1968-48,1968,9,24,30,9/24/1968,9/30/1968,7
1969,1,1969-01,1969-1,1968,10,1,8,10/1/1968,10/8/1968,8
1969,2,1969-02,1969-2,1968,10,9,16,10/9/1968,10/16/1968,8
1969,3,1969-03,1969-3,1968,10,17,24,10/17/1968,10/24/1968,8
1969,4,1969-04,1969-4,1968,10,25,31,10/25/1968,10/31/1968,7
1969,5,1969-05,1969-5,1968,11,1,8,11/1/1968,11/8/1968,8
1969,6,1969-06,1969-6,1968,11,9,16,11/9/1968,11/16/1968,8
1969,7,1969-07,1969-7,1968,11,17,23,11/17/1968,11/23/1968,7
1969,8,1969-08,1969-8,1968,11,24,30,11/24/1968,11/30/1968,7
1969,9,1969-09,1969-9,1968,12,1,8,12/1/1968,12/8/1968,8
1969,10,1969-10,1969-10,1968,12,9,16,12/9/1968,12/16/1968,8
1969,11,1969-11,1969-11,1968,12,17,24,12/17/1968,12/24/1968,8
1969,12,1969-12,1969-12,1968,12,25,31,12/25/1968,12/31/1968,7
1969,13,1969-13,1969-13,1969,1,1,8,1/1/1969,1/8/1969,8
1969,14,1969-14,1969-14,1969,1,9,16,1/9/1969,1/16/1969,8
1969,15,1969-15,1969-15,1969,1,17,24,1/17/1969,1/24/1969,8
1969,16,1969-16,1969-16,1969,1,25,31,1/25/1969,1/31/1969,7
1969,17,1969-17,1969-17,1969,2,1,7,2/1/1969,2/7/1969,7
1969,18,1969-18,1969-18,1969,2,8,14,2/8/1969,2/14/1969,7
1969,19,1969-19,1969-19,1969,2,15,21,2/15/1969,2/21/1969,7
1969,20,1969-20,1969-20,1969,2,22,28,2/22/1969,2/28/1969,7
1969,21,1969-21,1969-21,1969,3,1,8,3/1/1969,3/8/1969,8
1969,22,1969-22,1969-22,1969,3,9,16,3/9/1969,3/16/1969,8
1969,23,1969-23,1969-23,1969,3,17,24,3/17/1969,3/24/1969,8
1969,24,1969-24,1969-24,1969,3,25,31,3/25/1969,3/31/1969,7
1969,25,1969-25,1969-25,1969,4,1,8,4/1/1969,4/8/1969,8
1969,26,1969-26,1969-26,1969,4,9,16,4/9/1969,4/16/1969,8
1969,27,1969-27,1969-27,1969,4,17,23,4/17/1969,4/23/1969,7
1969,28,1969-28,1969-28,1969,4,24,30,4/24/1969,4/30/1969,7
1969,29,1969-29,1969-29,1969,5,1,8,5/1/1969,5/8/1969,8
1969,30,1969-30,1969-30,1969,5,9,16,5/9/1969,5/16/1969,8
1969,31,1969-31,1969-31,1969,5,17,24,5/17/1969,5/24/1969,8
1969,32,1969-32,1969-32,1969,5,25,31,5/25/1969,5/31/1969,7
1969,33,1969-33,1969-33,1969,6,1,8,6/1/1969,6/8/1969,8
1969,34,1969-34,1969-34,1969,6,9,16,6/9/1969,6/16/1969,8
1969,35,1969-35,1969-35,1969,6,17,23,6/17/1969,6/23/1969,7
1969,36,1969-36,1969-36,1969,6,24,30,6/24/1969,6/30/1969,7
1969,37,1969-37,1969-37,1969,7,1,8,7/1/1969,7/8/1969,8
1969,38,1969-38,1969-38,1969,7,9,16,7/9/1969,7/16/1969,8
1969,39,1969-39,1969-39,1969,7,17,24,7/17/1969,7/24/1969,8
1969,40,1969-40,1969-40,1969,7,25,31,7/25/1969,7/31/1969,7
1969,41,1969-41,1969-41,1969,8,1,8,8/1/1969,8/8/1969,8
1969,42,1969-42,1969-42,1969,8,9,16,8/9/1969,8/16/1969,8
1969,43,1969-43,1969-43,1969,8,17,24,8/17/1969,8/24/1969,8
1969,44,1969-44,1969-44,1969,8,25,31,8/25/1969,8/31/1969,7
1969,45,1969-45,1969-45,1969,9,1,8,9/1/1969,9/8/1969,8
1969,46,1969-46,1969-46,1969,9,9,16,9/9/1969,9/16/1969,8
1969,47,1969-47,1969-47,1969,9,17,23,9/17/1969,9/23/1969,7
1969,48,1969-48,1969-48,1969,9,24,30,9/24/1969,9/30/1969,7
1970,1,1970-01,1970-1,1969,10,1,8,10/1/1969,10/8/1969,8
1970,2,1970-02,1970-2,1969,10,9,16,10/9/1969,10/16/1969,8
1970,3,1970-03,1970-3,1969,10,17,24,10/17/1969,10/24/1969,8
1970,4,1970-04,1970-4,1969,10,25,31,10/25/1969,10/31/1969,7
1970,5,1970-05,1970-5,1969,11,1,8,11/1/1969,11/8/1969,8
1970,6,1970-06,1970-6,1969,11,9,16,11/9/1969,11/16/1969,8
1970,7,1970-07,1970-7,1969,11,17,23,11/17/1969,11/23/1969,7
1970,8,1970-08,1970-8,1969,11,24,30,11/24/1969,11/30/1969,7
1970,9,1970-09,1970-9,1969,12,1,8,12/1/1969,12/8/1969,8
1970,10,1970-10,1970-10,1969,12,9,16,12/9/1969,12/16/1969,8
1970,11,1970-11,1970-11,1969,12,17,24,12/17/1969,12/24/1969,8
1970,12,1970-12,1970-12,1969,12,25,31,12/25/1969,12/31/1969,7
1970,13,1970-13,1970-13,1970,1,1,8,1/1/1970,1/8/1970,8
1970,14,1970-14,1970-14,1970,1,9,16,1/9/1970,1/16/1970,8
1970,15,1970-15,1970-15,1970,1,17,24,1/17/1970,1/24/1970,8
1970,16,1970-16,1970-16,1970,1,25,31,1/25/1970,1/31/1970,7
1970,17,1970-17,1970-17,1970,2,1,7,2/1/1970,2/7/1970,7
1970,18,1970-18,1970-18,1970,2,8,14,2/8/1970,2/14/1970,7
1970,19,1970-19,1970-19,1970,2,15,21,2/15/1970,2/21/1970,7
1970,20,1970-20,1970-20,1970,2,22,28,2/22/1970,2/28/1970,7
1970,21,1970-21,1970-21,1970,3,1,8,3/1/1970,3/8/1970,8
1970,22,1970-22,1970-22,1970,3,9,16,3/9/1970,3/16/1970,8
1970,23,1970-23,1970-23,1970,3,17,24,3/17/1970,3/24/1970,8
1970,24,1970-24,1970-24,1970,3,25,31,3/25/1970,3/31/1970,7
1970,25,1970-25,1970-25,1970,4,1,8,4/1/1970,4/8/1970,8
1970,26,1970-26,1970-26,1970,4,9,16,4/9/1970,4/16/1970,8
1970,27,1970-27,1970-27,1970,4,17,23,4/17/1970,4/23/1970,7
1970,28,1970-28,1970-28,1970,4,24,30,4/24/1970,4/30/1970,7
1970,29,1970-29,1970-29,1970,5,1,8,5/1/1970,5/8/1970,8
1970,30,1970-30,1970-30,1970,5,9,16,5/9/1970,5/16/1970,8
1970,31,1970-31,1970-31,1970,5,17,24,5/17/1970,5/24/1970,8
1970,32,1970-32,1970-32,1970,5,25,31,5/25/1970,5/31/1970,7
1970,33,1970-33,1970-33,1970,6,1,8,6/1/1970,6/8/1970,8
1970,34,1970-34,1970-34,1970,6,9,16,6/9/1970,6/16/1970,8
1970,35,1970-35,1970-35,1970,6,17,23,6/17/1970,6/23/1970,7
1970,36,1970-36,1970-36,1970,6,24,30,6/24/1970,6/30/1970,7
1970,37,1970-37,1970-37,1970,7,1,8,7/1/1970,7/8/1970,8
1970,38,1970-38,1970-38,1970,7,9,16,7/9/1970,7/16/1970,8
1970,39,1970-39,1970-39,1970,7,17,24,7/17/1970,7/24/1970,8
1970,40,1970-40,1970-40,1970,7,25,31,7/25/1970,7/31/1970,7
1970,41,1970-41,1970-41,1970,8,1,8,8/1/1970,8/8/1970,8
1970,42,1970-42,1970-42,1970,8,9,16,8/9/1970,8/16/1970,8
1970,43,1970-43,1970-43,1970,8,17,24,8/17/1970,8/24/1970,8
1970,44,1970-44,1970-44,1970,8,25,31,8/25/1970,8/31/1970,7
1970,45,1970-45,1970-45,1970,9,1,8,9/1/1970,9/8/1970,8
1970,46,1970-46,1970-46,1970,9,9,16,9/9/1970,9/16/1970,8
1970,47,1970-47,1970-47,1970,9,17,23,9/17/1970,9/23/1970,7
1970,48,1970-48,1970-48,1970,9,24,30,9/24/1970,9/30/1970,7
1971,1,1971-01,1971-1,1970,10,1,8,10/1/1970,10/8/1970,8
1971,2,1971-02,1971-2,1970,10,9,16,10/9/1970,10/16/1970,8
1971,3,1971-03,1971-3,1970,10,17,24,10/17/1970,10/24/1970,8
1971,4,1971-04,1971-4,1970,10,25,31,10/25/1970,10/31/1970,7
1971,5,1971-05,1971-5,1970,11,1,8,11/1/1970,11/8/1970,8
1971,6,1971-06,1971-6,1970,11,9,16,11/9/1970,11/16/1970,8
1971,7,1971-07,1971-7,1970,11,17,23,11/17/1970,11/23/1970,7
1971,8,1971-08,1971-8,1970,11,24,30,11/24/1970,11/30/1970,7
1971,9,1971-09,1971-9,1970,12,1,8,12/1/1970,12/8/1970,8
1971,10,1971-10,1971-10,1970,12,9,16,12/9/1970,12/16/1970,8
1971,11,1971-11,1971-11,1970,12,17,24,12/17/1970,12/24/1970,8
1971,12,1971-12,1971-12,1970,12,25,31,12/25/1970,12/31/1970,7
1971,13,1971-13,1971-13,1971,1,1,8,1/1/1971,1/8/1971,8
1971,14,1971-14,1971-14,1971,1,9,16,1/9/1971,1/16/1971,8
1971,15,1971-15,1971-15,1971,1,17,24,1/17/1971,1/24/1971,8
1971,16,1971-16,1971-16,1971,1,25,31,1/25/1971,1/31/1971,7
1971,17,1971-17,1971-17,1971,2,1,7,2/1/1971,2/7/1971,7
1971,18,1971-18,1971-18,1971,2,8,14,2/8/1971,2/14/1971,7
1971,19,1971-19,1971-19,1971,2,15,21,2/15/1971,2/21/1971,7
1971,20,1971-20,1971-20,1971,2,22,28,2/22/1971,2/28/1971,7
1971,21,1971-21,1971-21,1971,3,1,8,3/1/1971,3/8/1971,8
1971,22,1971-22,1971-22,1971,3,9,16,3/9/1971,3/16/1971,8
1971,23,1971-23,1971-23,1971,3,17,24,3/17/1971,3/24/1971,8
1971,24,1971-24,1971-24,1971,3,25,31,3/25/1971,3/31/1971,7
1971,25,1971-25,1971-25,1971,4,1,8,4/1/1971,4/8/1971,8
1971,26,1971-26,1971-26,1971,4,9,16,4/9/1971,4/16/1971,8
1971,27,1971-27,1971-27,1971,4,17,23,4/17/1971,4/23/1971,7
1971,28,1971-28,1971-28,1971,4,24,30,4/24/1971,4/30/1971,7
1971,29,1971-29,1971-29,1971,5,1,8,5/1/1971,5/8/1971,8
1971,30,1971-30,1971-30,1971,5,9,16,5/9/1971,5/16/1971,8
1971,31,1971-31,1971-31,1971,5,17,24,5/17/1971,5/24/1971,8
1971,32,1971-32,1971-32,1971,5,25,31,5/25/1971,5/31/1971,7
1971,33,1971-33,1971-33,1971,6,1,8,6/1/1971,6/8/1971,8
1971,34,1971-34,1971-34,1971,6,9,16,6/9/1971,6/16/1971,8
1971,35,1971-35,1971-35,1971,6,17,23,6/17/1971,6/23/1971,7
1971,36,1971-36,1971-36,1971,6,24,30,6/24/1971,6/30/1971,7
1971,37,1971-37,1971-37,1971,7,1,8,7/1/1971,7/8/1971,8
1971,38,1971-38,1971-38,1971,7,9,16,7/9/1971,7/16/1971,8
1971,39,1971-39,1971-39,1971,7,17,24,7/17/1971,7/24/1971,8
1971,40,1971-40,1971-40,1971,7,25,31,7/25/1971,7/31/1971,7
1971,41,1971-41,1971-41,1971,8,1,8,8/1/1971,8/8/1971,8
1971,42,1971-42,1971-42,1971,8,9,16,8/9/1971,8/16/1971,8
1971,43,1971-43,1971-43,1971,8,17,24,8/17/1971,8/24/1971,8
1971,44,1971-44,1971-44,1971,8,25,31,8/25/1971,8/31/1971,7
1971,45,1971-45,1971-45,1971,9,1,8,9/1/1971,9/8/1971,8
1971,46,1971-46,1971-46,1971,9,9,16,9/9/1971,9/16/1971,8
1971,47,1971-47,1971-47,1971,9,17,23,9/17/1971,9/23/1971,7
1971,48,1971-48,1971-48,1971,9,24,30,9/24/1971,9/30/1971,7
1972,1,1972-01,1972-1,1971,10,1,8,10/1/1971,10/8/1971,8
1972,2,1972-02,1972-2,1971,10,9,16,10/9/1971,10/16/1971,8
1972,3,1972-03,1972-3,1971,10,17,24,10/17/1971,10/24/1971,8
1972,4,1972-04,1972-4,1971,10,25,31,10/25/1971,10/31/1971,7
1972,5,1972-05,1972-5,1971,11,1,8,11/1/1971,11/8/1971,8
1972,6,1972-06,1972-6,1971,11,9,16,11/9/1971,11/16/1971,8
1972,7,1972-07,1972-7,1971,11,17,23,11/17/1971,11/23/1971,7
1972,8,1972-08,1972-8,1971,11,24,30,11/24/1971,11/30/1971,7
1972,9,1972-09,1972-9,1971,12,1,8,12/1/1971,12/8/1971,8
1972,10,1972-10,1972-10,1971,12,9,16,12/9/1971,12/16/1971,8
1972,11,1972-11,1972-11,1971,12,17,24,12/17/1971,12/24/1971,8
1972,12,1972-12,1972-12,1971,12,25,31,12/25/1971,12/31/1971,7
1972,13,1972-13,1972-13,1972,1,1,8,1/1/1972,1/8/1972,8
1972,14,1972-14,1972-14,1972,1,9,16,1/9/1972,1/16/1972,8
1972,15,1972-15,1972-15,1972,1,17,24,1/17/1972,1/24/1972,8
1972,16,1972-16,1972-16,1972,1,25,31,1/25/1972,1/31/1972,7
1972,17,1972-17,1972-17,1972,2,1,7,2/1/1972,2/7/1972,7
1972,18,1972-18,1972-18,1972,2,8,14,2/8/1972,2/14/1972,7
1972,19,1972-19,1972-19,1972,2,15,21,2/15/1972,2/21/1972,7
1972,20,1972-20,1972-20,1972,2,22,28,2/22/1972,2/28/1972,7
1972,21,1972-21,1972-21,1972,3,1,8,3/1/1972,3/8/1972,8
1972,22,1972-22,1972-22,1972,3,9,16,3/9/1972,3/16/1972,8
1972,23,1972-23,1972-23,1972,3,17,24,3/17/1972,3/24/1972,8
1972,24,1972-24,1972-24,1972,3,25,31,3/25/1972,3/31/1972,7
1972,25,1972-25,1972-25,1972,4,1,8,4/1/1972,4/8/1972,8
1972,26,1972-26,1972-26,1972,4,9,16,4/9/1972,4/16/1972,8
1972,27,1972-27,1972-27,1972,4,17,23,4/17/1972,4/23/1972,7
1972,28,1972-28,1972-28,1972,4,24,30,4/24/1972,4/30/1972,7
1972,29,1972-29,1972-29,1972,5,1,8,5/1/1972,5/8/1972,8
1972,30,1972-30,1972-30,1972,5,9,16,5/9/1972,5/16/1972,8
1972,31,1972-31,1972-31,1972,5,17,24,5/17/1972,5/24/1972,8
1972,32,1972-32,1972-32,1972,5,25,31,5/25/1972,5/31/1972,7
1972,33,1972-33,1972-33,1972,6,1,8,6/1/1972,6/8/1972,8
1972,34,1972-34,1972-34,1972,6,9,16,6/9/1972,6/16/1972,8
1972,35,1972-35,1972-35,1972,6,17,23,6/17/1972,6/23/1972,7
1972,36,1972-36,1972-36,1972,6,24,30,6/24/1972,6/30/1972,7
1972,37,1972-37,1972-37,1972,7,1,8,7/1/1972,7/8/1972,8
1972,38,1972-38,1972-38,1972,7,9,16,7/9/1972,7/16/1972,8
1972,39,1972-39,1972-39,1972,7,17,24,7/17/1972,7/24/1972,8
1972,40,1972-40,1972-40,1972,7,25,31,7/25/1972,7/31/1972,7
1972,41,1972-41,1972-41,1972,8,1,8,8/1/1972,8/8/1972,8
1972,42,1972-42,1972-42,1972,8,9,16,8/9/1972,8/16/1972,8
1972,43,1972-43,1972-43,1972,8,17,24,8/17/1972,8/24/1972,8
1972,44,1972-44,1972-44,1972,8,25,31,8/25/1972,8/31/1972,7
1972,45,1972-45,1972-45,1972,9,1,8,9/1/1972,9/8/1972,8
1972,46,1972-46,1972-46,1972,9,9,16,9/9/1972,9/16/1972,8
1972,47,1972-47,1972-47,1972,9,17,23,9/17/1972,9/23/1972,7
1972,48,1972-48,1972-48,1972,9,24,30,9/24/1972,9/30/1972,7
1973,1,1973-01,1973-1,1972,10,1,8,10/1/1972,10/8/1972,8
1973,2,1973-02,1973-2,1972,10,9,16,10/9/1972,10/16/1972,8
1973,3,1973-03,1973-3,1972,10,17,24,10/17/1972,10/24/1972,8
1973,4,1973-04,1973-4,1972,10,25,31,10/25/1972,10/31/1972,7
1973,5,1973-05,1973-5,1972,11,1,8,11/1/1972,11/8/1972,8
1973,6,1973-06,1973-6,1972,11,9,16,11/9/1972,11/16/1972,8
1973,7,1973-07,1973-7,1972,11,17,23,11/17/1972,11/23/1972,7
1973,8,1973-08,1973-8,1972,11,24,30,11/24/1972,11/30/1972,7
1973,9,1973-09,1973-9,1972,12,1,8,12/1/1972,12/8/1972,8
1973,10,1973-10,1973-10,1972,12,9,16,12/9/1972,12/16/1972,8
1973,11,1973-11,1973-11,1972,12,17,24,12/17/1972,12/24/1972,8
1973,12,1973-12,1973-12,1972,12,25,31,12/25/1972,12/31/1972,7
1973,13,1973-13,1973-13,1973,1,1,8,1/1/1973,1/8/1973,8
1973,14,1973-14,1973-14,1973,1,9,16,1/9/1973,1/16/1973,8
1973,15,1973-15,1973-15,1973,1,17,24,1/17/1973,1/24/1973,8
1973,16,1973-16,1973-16,1973,1,25,31,1/25/1973,1/31/1973,7
1973,17,1973-17,1973-17,1973,2,1,7,2/1/1973,2/7/1973,7
